educat_gr,act_st,mb01m_gr,hh_ident,anr,mb02,mc02a,me12a,father,me03,mb05,mb04,ved_st,mother,mb01a_gr,partner,mb01f_gr,me0908_1z,mb011a_gr,study_gr,objectid,age
2,1,LT,18438,1,2,2,3,,1,2,2,1,,LT,3,LT,,LT,8,5949,52
2,1,LT,18438,3,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,5950,50
2,3,LT,18441,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5951,71
2,6,LT,18442,1,2,2,8,,8,1,2,3,,LT,,LT,88,LT,8,5952,53
2,2,LT,18444,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,5953,53
2,6,LT,18444,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5954,50
3,1,LT,18446,1,1,2,3,,1,1,4,2,,LT,2,LT,1,LT,8,5955,41
3,1,LT,18446,2,2,2,3,,1,2,4,2,,LT,1,LT,2,LT,8,5956,41
1,5,LT,18446,3,2,1,8,1,8,3,1,3,2,LT,,LT,88,LT,2,5957,17
8,8,88,18446,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,5958,14
1,3,LT,18447,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5959,78
1,3,LT,18447,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5960,76
3,3,LT,18448,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5961,79
1,1,LT,18449,1,1,2,3,,1,1,1,3,2,LT,,LT,6,LT,8,5962,19
1,4,LT,18449,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,5963,56
2,3,LT,18450,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5964,71
2,2,LT,18450,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,5965,48
1,5,LT,18451,1,2,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,5966,19
3,1,LT,18451,2,1,2,3,,1,1,2,1,,LT,3,LT,3,LT,8,5967,46
3,1,LT,18451,3,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,5968,44
8,8,88,18451,4,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,5969,8
3,1,LT,18453,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,5970,43
3,5,LT,18453,2,2,1,8,,8,2,2,1,,LT,1,LT,88,LT,2,5971,39
8,8,88,18453,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,5972,14
8,8,88,18453,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,5973,5
1,3,LT,18455,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5974,78
2,4,LT,18456,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,5975,48
1,1,LT,18456,3,2,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,5976,48
1,5,LT,18456,4,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,5977,17
1,5,LT,18456,5,2,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,5978,17
1,3,LT,18457,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5979,83
2,3,LT,18457,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5980,76
3,1,LT,18458,1,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,5981,57
3,1,LT,18458,2,1,2,1,,8,2,2,1,,LT,1,LT,1,LT,8,5982,59
3,1,LT,18461,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,5983,51
3,1,LT,18461,2,1,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,5984,49
2,3,LT,18462,1,2,2,8,,8,5,3,3,,LT,,LT,88,LT,8,5985,81
2,1,LT,18462,2,2,2,3,,2,1,3,3,,LT,,LT,8,LT,8,5986,55
3,3,LT,18463,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5987,70
3,1,LT,18463,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,5988,74
2,3,LT,18468,1,2,2,8,,8,1,4,3,,00,,LT,88,LT,8,5989,64
2,3,LT,18471,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5990,74
3,3,LT,18472,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5991,75
3,3,LT,18472,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5992,77
3,1,LT,18474,1,2,2,3,,1,2,2,1,,LT,2,LT,3,LT,8,5993,30
3,1,LT,18474,2,1,2,3,,1,1,2,1,,LT,1,LT,,LT,8,5994,31
8,8,88,18474,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5995,3
3,6,LT,18475,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5996,48
2,6,LT,18475,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5997,48
2,1,LT,18476,1,2,2,3,,1,1,3,2,,LT,2,LT,,LT,8,5998,59
2,1,00,18476,2,1,2,3,,1,2,4,2,,00,1,00,,LT,8,5999,55
2,3,LT,18477,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6000,62
2,3,LT,18477,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6001,63
3,3,LT,18478,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6002,66
2,3,LT,18478,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6003,66
3,1,LT,18478,3,2,2,3,1,1,3,1,3,2,LT,,LT,2,LT,8,6004,45
8,8,88,18478,4,2,8,8,,8,5,1,8,3,88,,88,88,88,8,6005,14
2,2,LT,18479,1,1,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,6006,34
2,3,LT,18479,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6007,71
2,1,LT,18479,3,1,2,3,,1,3,1,3,2,LT,,LT,,LT,8,6008,41
2,3,LT,18480,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6009,85
3,1,LT,18480,2,2,2,3,,1,1,3,3,1,LT,,LT,4,LT,8,6010,63
3,1,LT,18481,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,6011,66
3,1,LT,18482,1,1,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,6012,67
3,1,LT,18482,2,2,2,3,,1,2,2,1,,LT,1,LT,1,LT,8,6013,66
2,6,LT,18483,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6014,29
2,1,LT,18483,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,6015,30
8,8,88,18483,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6016,2
8,8,88,18483,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,6017,4
3,3,LT,18486,1,2,2,8,,8,1,2,1,,00,2,LT,88,LT,8,6018,85
2,3,LT,18486,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6019,84
2,1,LT,18488,1,1,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,6020,40
2,1,LT,18488,2,2,2,4,,8,2,2,1,,LT,1,LT,6,LT,8,6021,46
8,8,88,18488,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6022,13
8,8,88,18488,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6023,6
2,2,LT,18490,1,1,2,8,2,8,3,1,3,,LT,,LT,88,LT,8,6024,43
1,3,LT,18490,2,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6025,82
3,2,LT,18498,1,2,2,8,,8,3,4,3,2,LT,,LT,88,LT,8,6026,46
2,3,LT,18498,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6027,78
1,4,LT,18498,3,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,6028,52
1,3,LT,18501,1,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,6029,83
1,1,LT,18501,2,1,2,2,,8,1,4,3,1,LT,,LT,7,LT,8,6030,45
2,1,LT,18504,2,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,6031,56
2,3,LT,18507,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6032,70
3,3,LT,18507,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6033,71
2,1,LT,18509,2,1,2,3,,1,3,1,3,3,LT,,LT,8,LT,8,6034,44
2,1,LT,18509,3,2,2,3,,1,1,3,3,,LT,,LT,5,LT,8,6035,64
2,1,LT,18510,1,1,2,3,,1,1,2,1,,LT,2,LT,,LT,8,6036,38
2,4,LT,18510,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6037,38
8,8,88,18510,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6038,13
2,4,LT,18515,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6039,63
2,4,LT,18515,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6040,57
2,1,LT,18521,1,2,2,3,,1,1,2,1,,LT,2,LT,,LT,8,6041,61
2,4,LT,18521,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6042,58
2,1,LT,18523,2,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,6043,63
2,1,LT,18524,1,1,2,3,,1,3,1,3,4,LT,,LT,,LT,8,6044,44
1,3,LT,18524,4,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6045,74
1,3,LT,18526,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6046,77
2,3,LT,18526,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6047,78
2,2,LT,18529,1,1,2,8,,8,2,1,2,,LT,3,LT,88,LT,8,6048,35
2,1,LT,18529,3,2,2,3,,1,1,1,2,,LT,1,LT,,LT,8,6049,31
8,8,88,18529,4,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,6050,10
8,8,88,18529,5,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,6051,6
8,8,88,18529,6,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,6052,0
3,3,LT,18531,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6053,63
2,1,LT,18531,2,1,2,3,,1,1,2,1,,LT,1,00,8,LT,8,6054,62
3,1,LT,18534,1,1,2,3,2,1,3,1,3,3,LT,,LT,5,LT,8,6055,24
2,1,LT,18534,2,1,2,2,,8,1,1,2,,LT,3,LT,7,LT,8,6056,60
3,1,LT,18534,3,2,2,3,,1,2,4,2,,LT,2,LT,3,LT,8,6057,53
2,3,LT,18534,4,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6058,88
2,2,LT,18537,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6059,33
8,8,88,18537,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,6060,10
2,6,LT,18538,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6061,57
2,1,LT,18538,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,6062,56
1,3,LT,18544,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6063,83
2,1,LT,18549,1,2,2,3,,1,1,3,3,,LT,,LT,,LT,8,6064,61
2,2,LT,18549,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,6065,40
2,1,LT,18552,1,1,2,3,2,1,3,1,3,3,LT,,LT,8,LT,8,6066,45
1,3,LT,18552,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6067,75
3,3,LT,18552,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6068,69
2,2,LT,18553,1,2,2,8,,8,2,4,2,,LT,2,LT,88,LT,8,6069,36
2,2,LT,18553,2,1,2,8,,8,1,1,2,,LT,1,LT,88,LT,8,6070,37
8,8,88,18553,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6071,5
2,1,LT,18556,1,1,2,3,2,1,3,1,3,3,LT,,LT,8,LT,8,6072,27
2,1,LT,18556,2,1,2,3,,1,1,4,2,,LT,3,LT,8,LT,8,6073,60
3,3,LT,18556,3,2,2,8,,8,2,1,2,,LT,2,LT,88,LT,8,6074,62
3,1,LT,18560,2,1,2,3,,1,1,2,1,,LT,3,LT,2,LT,8,6075,62
3,1,LT,18560,3,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,6076,57
2,1,LT,18562,1,2,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,6077,61
2,1,LT,18562,2,1,2,2,,8,2,2,1,,LT,1,LT,6,LT,8,6078,60
2,1,LT,18563,2,1,2,3,,1,1,2,1,,LT,3,LT,8,LT,8,6079,54
2,1,LT,18563,3,2,2,3,,1,2,2,1,,LT,2,LT,5,LT,8,6080,49
3,1,LT,18566,1,2,2,3,,1,2,2,1,,LT,2,LT,1,LT,8,6081,35
2,1,LT,18566,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,6082,32
8,8,88,18566,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6083,5
8,8,88,18566,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6084,3
2,4,LT,18572,1,1,2,8,,8,1,1,3,3,LT,,LT,88,LT,8,6085,51
2,3,LT,18572,3,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,6086,70
2,3,LT,18578,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6087,66
1,3,LT,18578,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6088,68
2,6,LT,18578,4,2,2,8,2,8,3,2,3,1,LT,,LT,88,LT,8,6089,43
2,1,LT,18580,2,1,2,3,,1,1,2,1,,LT,3,LT,8,LT,8,6090,41
2,1,LT,18580,3,2,2,3,,1,2,2,1,,LT,2,LT,5,LT,8,6091,39
1,5,LT,18580,4,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,6092,17
8,8,88,18580,5,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,6093,9
8,8,88,18580,6,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,6094,6
1,3,LT,18584,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6095,73
3,1,LT,18587,2,2,2,3,,1,1,2,1,,LT,3,LT,1,LT,8,6096,49
3,1,LT,18587,3,1,2,3,,1,2,2,1,,LT,2,LT,1,LT,8,6097,50
2,6,LT,18588,1,2,2,8,2,8,2,2,1,,LT,6,LT,88,LT,8,6098,36
2,3,LT,18588,2,1,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6099,73
8,8,88,18588,3,2,8,8,6,8,3,1,8,1,88,,88,88,88,8,6100,9
8,8,88,18588,4,1,8,8,6,8,3,1,8,1,88,,88,88,88,8,6101,14
8,8,88,18588,5,2,8,8,6,8,3,1,8,1,88,,88,88,88,8,6102,0
2,1,LT,18588,6,1,2,2,,8,1,2,1,,LT,1,LT,7,LT,8,6103,40
2,1,LT,18589,1,2,2,3,,1,1,4,3,,00,,LT,,LT,8,6104,60
3,1,LT,18592,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,6105,51
2,1,LT,18592,2,1,2,3,,1,1,2,1,,00,1,LT,8,LT,8,6106,50
1,5,LT,18592,4,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,6107,15
2,3,LT,18593,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6108,69
2,3,LT,18593,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6109,69
3,3,LT,18596,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6110,73
2,3,LT,18596,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6111,70
2,1,LT,18598,2,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,6112,59
2,4,LT,18603,1,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,6113,25
3,1,LT,18603,2,2,2,3,,1,1,4,3,,LT,,LT,7,LT,8,6114,56
1,2,LT,18603,4,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,6115,30
8,8,88,18603,5,1,8,8,,8,5,1,8,4,88,,88,88,88,8,6116,13
8,8,88,18603,6,2,8,8,,8,5,1,8,4,88,,88,88,88,8,6117,8
2,6,LT,18605,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6118,47
2,1,LT,18608,2,1,2,3,,1,1,2,1,,LT,3,LT,6,LT,8,6119,59
2,2,LT,18608,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6120,56
2,1,LT,18608,5,1,2,3,2,1,3,2,3,3,LT,,LT,7,LT,8,6121,34
2,1,LT,18608,8,1,2,3,2,1,3,1,3,3,LT,,LT,5,LT,8,6122,37
2,1,LT,18610,1,1,2,2,,8,1,2,1,,LT,3,LT,7,LT,8,6123,45
1,3,LT,18610,2,2,2,8,,8,5,3,3,,LT,,LT,88,LT,8,6124,91
2,6,LT,18610,3,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6125,37
8,8,88,18610,4,2,8,8,1,8,3,1,8,3,88,,88,88,88,8,6126,7
8,8,88,18610,5,2,8,8,1,8,3,1,8,3,88,,88,88,88,8,6127,5
2,3,LT,18613,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6128,74
2,3,LT,18614,4,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6129,72
1,3,LT,18619,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6130,79
1,3,LT,18619,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6131,82
2,1,LT,18621,1,2,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,6132,52
2,1,LT,18621,2,1,2,4,,8,2,2,1,,LT,1,LT,6,LT,8,6133,62
8,8,88,18621,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6134,14
2,1,LT,18625,1,2,2,3,,1,1,3,3,,LT,,LT,,LT,8,6135,64
2,1,LT,18630,1,1,2,3,,1,1,1,3,,LT,,LT,7,LT,8,6136,40
2,4,LT,18634,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6137,60
2,4,LT,18634,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,6138,33
1,3,LT,18635,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6139,78
2,1,LT,18635,2,1,2,3,,1,1,1,3,1,LT,,LT,7,LT,8,6140,50
2,1,LT,18636,2,1,2,3,,1,1,4,3,,LT,,LT,8,LT,8,6141,49
1,3,LT,18640,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6142,82
2,3,LT,18640,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6143,83
3,3,LT,18641,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6144,64
2,1,LT,18641,2,1,2,2,,8,2,2,1,,LT,1,LT,6,LT,8,6145,65
2,1,LT,18644,1,2,2,3,,1,2,4,2,,LT,2,LT,3,LT,8,6146,47
2,1,LT,18644,2,1,2,3,,1,1,4,2,,LT,1,LT,7,LT,8,6147,47
1,5,LT,18644,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,6148,19
1,3,LT,18645,2,2,2,8,,8,1,2,3,,LT,,LT,88,LT,8,6149,68
2,1,LT,18646,2,2,2,3,,1,1,1,3,,LT,,LT,,LT,8,6150,61
2,5,LT,18646,3,2,1,8,,8,3,1,3,2,LT,,LT,88,LT,3,6151,20
2,3,LT,18650,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6152,74
1,3,LT,18650,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6153,75
3,1,LT,18651,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,6154,54
2,1,LT,18655,2,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,6155,61
2,1,LT,18655,3,1,2,3,,1,3,1,3,2,LT,,LT,8,LT,8,6156,42
2,1,LT,18658,1,1,2,3,,1,3,1,3,3,LT,,LT,5,LT,8,6157,50
2,2,LT,18658,2,1,2,8,,8,3,1,3,3,LT,,LT,88,LT,8,6158,54
2,3,LT,18658,3,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6159,76
2,3,LT,18659,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6160,77
1,5,LT,18660,1,2,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,6161,18
2,1,LT,18660,2,2,2,3,,1,1,2,3,,LT,,LT,6,LT,8,6162,44
2,1,LT,18660,4,1,2,3,,1,3,1,3,2,LT,,LT,,LT,8,6163,21
1,6,LT,18661,1,1,2,8,2,8,3,1,3,3,LT,,LT,88,LT,8,6164,23
2,3,LT,18661,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6165,69
2,3,LT,18661,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6166,64
1,3,LT,18663,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6167,82
2,3,00,18664,1,1,2,8,,8,1,2,3,,00,,00,88,LT,8,6168,69
2,1,LT,18665,2,1,2,3,,1,1,2,3,,LT,,LT,6,LT,8,6169,64
2,1,LT,18666,1,1,2,3,,1,1,2,3,,LT,,LT,7,LT,8,6170,60
1,1,LT,18667,1,1,2,3,,1,3,1,3,2,LT,,LT,8,LT,8,6171,50
1,3,LT,18667,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6172,76
2,2,LT,18668,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6173,35
2,1,LT,18670,1,2,2,2,,8,1,3,3,,LT,,LT,6,LT,8,6174,71
2,3,LT,18674,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6175,78
2,3,LT,18675,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6176,73
3,1,LT,18676,1,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,6177,55
3,1,LT,18679,1,1,2,3,,1,1,1,3,2,LT,,LT,7,LT,8,6178,23
2,1,LT,18679,2,2,2,3,,2,4,1,3,,LT,,LT,7,LT,8,6179,51
1,3,LT,18680,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6180,75
1,3,LT,18680,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6181,71
2,3,LT,18682,1,1,2,8,,8,4,1,2,,LT,2,LT,88,LT,8,6182,61
1,2,LT,18682,2,2,2,8,,8,4,4,2,,LT,1,LT,88,LT,8,6183,60
1,4,LT,18682,3,2,2,8,1,8,1,1,3,2,LT,,LT,88,LT,8,6184,31
2,1,LT,18685,1,2,2,3,,1,1,4,3,,LT,,LT,4,LT,8,6185,57
2,3,LT,18686,1,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6186,68
2,3,LT,18686,3,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6187,68
2,2,LT,18687,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6188,41
2,1,LT,18689,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,6189,46
2,1,LT,18689,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,6190,47
1,5,LT,18689,3,2,1,8,1,8,3,1,3,2,LT,,LT,88,LT,2,6191,17
1,3,LT,18697,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6192,78
1,3,LT,18698,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6193,76
3,6,LT,18699,1,2,2,8,,8,2,1,2,2,LT,3,LT,88,LT,8,6194,24
3,2,LT,18699,2,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,6195,53
2,1,LT,18699,3,1,2,3,,1,1,1,2,,LT,1,LT,8,LT,8,6196,29
8,8,88,18699,4,1,8,8,3,8,3,1,8,1,88,,88,88,88,8,6197,1
2,1,LT,18701,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,6198,65
2,4,LT,18701,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6199,62
3,1,LT,18702,1,2,2,3,,1,2,2,1,,LT,4,LT,2,LT,8,6200,36
8,8,88,18702,2,1,8,8,4,8,3,1,8,1,88,,88,88,88,8,6201,9
8,8,88,18702,3,2,8,8,4,8,3,1,8,1,88,,88,88,88,8,6202,6
3,1,LT,18702,4,1,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,6203,37
2,3,LT,18704,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6204,74
2,3,LT,18704,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6205,73
3,2,LT,18706,1,1,2,8,,8,1,2,3,,LT,,LT,88,LT,8,6206,40
2,3,LT,18707,1,2,2,8,,8,1,4,2,,LT,2,LT,88,LT,8,6207,64
2,4,LT,18707,2,1,2,8,,8,2,4,2,,LT,1,LT,88,LT,8,6208,63
2,4,LT,18708,2,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6209,46
1,1,LT,18708,4,1,1,3,2,2,3,1,3,,LT,,LT,7,LT,2,6210,19
8,8,88,18708,6,2,8,8,2,8,3,1,8,,88,,88,88,88,8,6211,12
1,1,00,18709,1,1,2,3,,1,1,1,2,,LT,2,LT,,LT,8,6212,42
2,2,LT,18709,2,2,2,8,,8,2,1,2,,LT,1,99,88,LT,8,6213,37
1,5,LT,18709,3,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,2,6214,17
1,5,LT,18709,4,2,1,8,1,8,3,1,3,2,LT,,LT,88,LT,1,6215,16
8,8,88,18709,5,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6216,6
3,1,LT,18710,1,2,2,1,,8,1,1,3,,LT,,LT,1,LT,8,6217,52
2,1,LT,18712,1,1,2,3,,1,1,1,3,,LT,,LT,8,LT,8,6218,40
2,1,LT,18713,1,1,2,3,,1,1,1,3,,LT,,99,7,LT,8,6219,42
3,1,LT,18715,1,1,2,3,,1,1,1,3,,LT,,LT,3,LT,8,6220,38
3,6,00,18717,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6221,46
2,1,LT,18718,2,1,2,3,,1,1,2,1,,LT,3,LT,,LT,8,6222,56
2,3,LT,18718,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6223,66
1,4,LT,18718,4,1,2,8,2,8,3,1,3,3,LT,,LT,88,LT,8,6224,42
1,3,LT,18724,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6225,78
3,1,LT,18725,1,2,2,3,,1,3,1,3,2,LT,,LT,5,LT,8,6226,30
3,1,LT,18725,2,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,6227,58
1,1,LT,18726,2,2,2,3,,1,2,2,1,,LT,3,LT,5,LT,8,6228,38
3,1,LT,18726,3,1,2,3,,1,1,2,1,,LT,2,LT,4,LT,8,6229,45
2,1,LT,18729,2,1,2,3,,1,1,2,1,,LT,3,LT,5,LT,8,6230,55
2,1,LT,18729,3,2,2,2,,8,2,2,1,,LT,2,LT,6,LT,8,6231,55
3,3,LT,18730,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6232,62
3,1,LT,18730,2,2,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,6233,60
1,3,LT,18731,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6234,76
1,3,LT,18731,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6235,79
2,3,LT,18734,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6236,66
1,3,LT,18735,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6237,81
1,3,LT,18735,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6238,82
3,2,LT,18736,1,2,2,8,,8,1,1,2,,LT,2,LT,88,LT,8,6239,25
3,2,LT,18736,2,1,2,8,,8,2,1,2,,LT,1,LT,88,LT,8,6240,25
2,6,LT,18741,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6241,53
