educat_gr,act_st,mb01m_gr,hh_ident,anr,mb02,mc02a,me12a,father,me03,mb05,mb04,ved_st,mother,mb01a_gr,partner,mb01f_gr,me0908_1z,mb011a_gr,study_gr,objectid,age
2,2,LT,18743,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6242,63
1,3,LT,18744,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6243,82
2,2,LT,18749,1,2,2,8,3,8,3,1,3,2,LT,,LT,88,LT,8,6244,20
2,1,LT,18749,2,2,2,4,,8,2,2,1,,LT,3,LT,6,LT,8,6245,46
2,1,LT,18749,3,1,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,6246,42
2,3,LT,18752,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6247,79
3,1,LT,18754,1,1,2,3,,1,1,1,2,,LT,2,LT,8,LT,8,6248,30
2,1,LT,18754,2,2,2,3,,1,2,1,2,,LT,1,LT,,LT,8,6249,26
3,3,LT,18757,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6250,70
1,3,LT,18758,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6251,80
2,3,LT,18759,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6252,70
2,3,LT,18759,2,1,2,8,,8,1,2,1,,LT,1,00,88,LT,8,6253,74
2,2,LT,18761,1,1,2,8,,8,3,1,3,3,LT,,LT,88,LT,8,6254,48
3,4,LT,18761,2,1,2,8,,8,3,4,3,3,LT,,LT,88,LT,8,6255,55
1,3,LT,18761,3,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6256,83
1,3,00,18764,1,2,2,8,,8,1,3,3,,00,,00,88,LT,8,6257,76
1,4,LT,18768,1,1,2,8,2,8,3,1,3,3,LT,,LT,88,LT,8,6258,39
2,3,LT,18768,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6259,63
2,4,LT,18768,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6260,61
2,1,LT,18769,1,2,2,3,,1,1,3,3,,LT,,LT,5,LT,8,6261,68
3,2,LT,18771,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6262,55
2,2,LT,18773,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6263,55
3,1,LT,18773,2,2,2,3,,1,1,2,1,,LT,1,LT,4,LT,8,6264,53
3,2,LT,18774,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6265,61
2,2,LT,18775,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6266,59
2,1,LT,18775,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,6267,51
2,1,LT,18779,2,2,1,3,,1,1,2,3,,LT,,LT,5,LT,2,6268,40
8,8,88,18779,3,1,8,8,,8,3,1,8,2,88,,88,88,88,8,6269,12
8,8,88,18779,4,2,8,8,,8,3,1,8,2,88,,88,88,88,8,6270,4
1,5,LT,18779,5,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,6271,18
1,5,LT,18779,6,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,1,6272,17
8,8,88,18779,7,1,8,8,,8,3,1,8,2,88,,88,88,88,8,6273,13
2,3,LT,18780,2,1,2,8,,8,1,2,3,,LT,,LT,88,LT,8,6274,71
2,1,LT,18782,1,1,2,3,,1,2,4,2,,LT,2,LT,1,LT,8,6275,43
3,1,LT,18782,2,2,2,3,,1,1,4,2,,LT,1,LT,4,LT,8,6276,37
1,5,LT,18782,3,2,1,8,1,8,3,1,3,2,LT,,LT,88,LT,1,6277,16
1,3,LT,18783,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6278,79
2,4,LT,18783,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,6279,60
3,1,LT,18785,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,6280,44
1,5,LT,18785,3,1,1,8,,8,3,1,3,1,LT,,LT,88,LT,1,6281,16
2,3,LT,18786,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6282,66
3,1,LT,18787,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,6283,63
2,1,LT,18787,2,1,2,2,,8,1,2,1,,LT,1,LT,6,LT,8,6284,61
2,3,00,18788,1,1,2,8,,8,1,1,2,,00,2,00,88,LT,8,6285,67
2,3,LT,18788,2,2,2,8,,8,2,1,2,,LT,1,LT,88,LT,8,6286,63
3,2,LT,18789,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6287,53
2,1,LT,18790,2,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,6288,52
3,1,LT,18793,1,2,2,3,,1,2,2,1,,LT,3,LT,8,LT,8,6289,36
2,1,LT,18793,3,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,6290,37
8,8,88,18793,6,1,8,8,3,8,3,1,8,1,88,,88,88,88,8,6291,6
8,8,88,18793,8,2,8,8,3,8,3,1,8,1,88,,88,88,88,8,6292,1
2,1,LT,18794,1,1,2,2,,8,3,1,3,2,LT,,LT,,LT,8,6293,33
2,3,LT,18794,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6294,72
2,1,LT,18795,1,1,2,3,,1,1,1,2,,LT,3,LT,,LT,8,6295,25
8,8,88,18795,2,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,6296,1
2,1,LT,18795,3,2,2,3,,1,2,1,2,,LT,1,LT,4,LT,8,6297,24
2,3,LT,18796,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6298,74
1,3,LT,18796,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6299,75
2,2,LT,18796,3,1,2,8,2,8,3,1,3,1,LT,,LT,88,LT,8,6300,39
1,3,LT,18799,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6301,80
3,1,LT,18800,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,6302,54
2,3,LT,18802,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6303,66
2,3,LT,18803,2,2,2,8,,8,1,3,3,,LT,,00,88,LT,8,6304,67
2,1,LT,18805,1,1,2,3,,1,1,4,3,,LT,,LT,,LT,8,6305,60
2,1,LT,18809,1,1,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,6306,38
3,1,LT,18809,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,6307,36
8,8,88,18809,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6308,11
8,8,88,18809,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6309,14
3,1,LT,18810,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,6310,46
2,1,LT,18810,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,6311,46
1,5,LT,18810,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,6312,18
8,8,88,18810,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,6313,7
2,1,LT,18811,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,6314,53
2,1,LT,18811,2,2,2,3,,1,2,2,1,,LT,1,LT,8,LT,8,6315,55
2,1,LT,18811,3,1,2,3,1,1,3,1,3,2,LT,,LT,8,LT,8,6316,26
1,1,LT,18812,1,1,2,2,,8,1,1,3,,LT,,LT,7,LT,8,6317,38
2,3,LT,18814,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6318,79
2,3,LT,18814,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6319,72
2,3,LT,18815,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6320,73
2,6,LT,18816,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,6321,48
2,1,LT,18816,3,2,2,3,,1,1,2,1,,LT,2,00,7,LT,8,6322,47
1,5,LT,18816,5,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,6323,19
3,6,LT,18817,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6324,47
3,2,LT,18817,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6325,54
3,1,LT,18819,2,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,6326,25
3,1,LT,18820,1,1,2,2,,8,2,2,1,,LT,2,LT,6,LT,8,6327,62
3,1,LT,18820,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,6328,58
1,3,LT,18822,2,1,2,8,,8,1,2,1,,LT,4,LT,88,LT,8,6329,74
2,3,LT,18822,4,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6330,78
1,3,LT,18823,1,2,2,8,,8,1,3,3,,00,,LT,88,LT,8,6331,84
2,2,LT,18823,2,1,2,8,,8,3,4,3,1,LT,,LT,88,LT,8,6332,53
2,1,LT,18824,2,1,2,3,,1,1,2,1,,LT,4,LT,8,LT,8,6333,50
2,1,LT,18824,4,2,2,3,,1,2,2,1,,LT,2,LT,8,LT,8,6334,48
1,5,LT,18824,6,1,1,8,2,8,3,1,3,4,LT,,LT,88,LT,1,6335,17
2,6,LT,18827,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6336,57
1,5,LT,18827,3,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,6337,18
1,5,LT,18827,4,2,1,8,,8,3,1,3,2,LT,,LT,88,LT,1,6338,16
1,3,LT,18828,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6339,74
1,3,LT,18828,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6340,77
2,3,LT,18829,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6341,69
1,1,LT,18829,3,1,2,3,,1,1,4,3,2,LT,,LT,,LT,8,6342,47
2,1,LT,18830,1,2,2,2,,8,2,2,1,,LT,2,LT,7,LT,8,6343,49
2,1,LT,18830,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,6344,52
1,5,LT,18830,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,6345,17
2,1,LT,18834,1,1,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,6346,37
2,1,LT,18834,2,2,2,4,,8,2,2,1,,LT,1,LT,6,LT,8,6347,42
3,1,LT,18835,1,1,2,3,,1,1,1,3,,LT,,LT,2,LT,8,6348,39
3,4,LT,18839,1,1,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,6349,43
2,3,LT,18839,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6350,68
2,3,LT,18840,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6351,66
3,1,LT,18840,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,6352,60
2,1,LT,18842,1,1,2,3,,1,1,1,3,,LT,,LT,7,LT,8,6353,46
2,4,LT,18842,2,1,2,8,,8,5,1,3,,LT,,LT,88,LT,8,6354,58
1,3,LT,18843,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6355,65
2,3,LT,18843,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6356,63
2,3,00,18845,2,2,2,8,,8,1,3,3,,00,,00,88,LT,8,6357,64
2,3,LT,18846,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6358,68
1,3,LT,18846,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6359,69
2,2,LT,18848,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6360,46
2,6,LT,18848,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6361,37
2,2,LT,18848,3,1,2,8,1,8,3,1,3,2,LT,,LT,88,LT,8,6362,19
8,8,88,18848,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6363,6
8,8,88,18848,5,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6364,4
2,1,LT,18851,1,2,2,3,,1,1,2,3,,LT,,LT,5,LT,8,6365,47
1,3,LT,18852,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6366,84
3,6,LT,18853,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6367,61
2,3,LT,18853,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6368,66
2,6,LT,18854,3,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6369,43
1,5,LT,18854,4,1,1,8,,8,3,1,3,3,LT,,LT,88,LT,2,6370,20
2,2,LT,18856,1,2,2,8,3,8,3,1,3,2,LT,,LT,88,LT,8,6371,27
2,2,LT,18856,2,2,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,6372,52
2,2,LT,18856,3,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6373,57
2,3,LT,18857,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6374,67
2,3,LT,18857,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6375,63
1,5,LT,18858,1,2,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,6376,18
2,1,LT,18858,2,1,2,3,,1,1,2,1,,LT,3,LT,6,LT,8,6377,52
2,1,LT,18858,3,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,6378,40
8,8,88,18858,4,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,6379,1
8,8,88,18858,5,2,8,8,2,8,3,1,8,3,88,,88,88,88,8,6380,14
3,3,LT,18860,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6381,64
3,1,LT,18861,1,2,2,3,,1,1,2,1,,LT,2,LT,6,LT,8,6382,27
2,1,LT,18861,2,1,2,3,,1,2,2,1,,LT,1,LT,6,LT,8,6383,33
1,3,LT,18862,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6384,80
1,3,LT,18864,1,2,2,8,,8,4,2,1,,LT,2,LT,88,LT,8,6385,73
1,3,LT,18864,2,1,2,8,,8,4,2,1,,LT,1,LT,88,LT,8,6386,76
1,4,LT,18864,4,2,2,8,2,8,1,1,3,1,LT,,LT,88,LT,8,6387,32
8,8,88,18864,6,1,8,8,,8,3,1,8,4,88,,88,88,88,8,6388,11
2,1,LT,18865,1,1,2,3,,1,1,4,2,,LT,2,LT,,LT,8,6389,62
2,2,LT,18865,2,2,2,8,,8,2,4,2,,LT,1,LT,88,LT,8,6390,62
3,3,LT,18867,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6391,55
2,1,LT,18867,3,2,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,6392,55
2,4,LT,18869,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6393,51
2,3,LT,18872,2,2,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,6394,71
2,3,LT,18872,3,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6395,74
1,1,LT,18875,1,1,2,3,,1,1,2,1,,LT,2,LT,,LT,8,6396,42
1,6,LT,18875,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6397,35
8,8,88,18875,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6398,14
8,8,88,18875,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6399,12
8,8,88,18875,5,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6400,11
8,8,88,18875,6,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,6401,8
8,8,88,18875,7,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6402,6
8,8,88,18875,8,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,6403,4
2,1,LT,18877,1,1,2,3,,1,1,2,1,,LT,3,LT,6,LT,8,6404,47
1,6,LT,18877,3,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6405,48
2,3,LT,18879,1,1,2,8,,8,1,2,1,,00,2,LT,88,LT,8,6406,69
2,3,LT,18879,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6407,66
1,3,LT,18880,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6408,77
2,2,LT,18881,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6409,51
2,1,LT,18881,2,1,2,3,,1,1,2,1,,LT,1,LT,3,LT,8,6410,55
2,1,LT,18884,2,2,2,3,,1,2,2,1,,LT,3,LT,,LT,8,6411,36
1,1,LT,18884,3,1,2,3,,1,1,2,1,,LT,2,LT,,LT,8,6412,30
8,8,88,18884,5,1,8,8,3,8,3,1,8,2,88,,88,88,88,8,6413,14
8,8,88,18884,6,2,8,8,3,8,3,1,8,2,88,,88,88,88,8,6414,0
3,3,LT,18885,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6415,70
2,3,LT,18885,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6416,66
2,1,LT,18887,2,1,2,3,,1,1,2,1,,LT,3,LT,7,LT,8,6417,59
2,4,LT,18887,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6418,55
3,4,LT,18888,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,6419,61
3,1,LT,18888,3,2,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,6420,54
3,1,LT,18889,1,2,2,3,,1,2,2,1,,LT,3,LT,2,LT,8,6421,61
2,1,LT,18889,3,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,6422,63
1,3,LT,18891,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6423,85
2,1,LT,18891,2,1,2,2,,8,3,2,1,1,LT,3,LT,6,LT,8,6424,46
1,2,LT,18891,3,2,2,8,,8,5,2,1,,LT,2,LT,88,LT,8,6425,35
1,1,LT,18891,4,1,2,3,2,2,5,1,3,3,LT,,LT,,LT,8,6426,19
8,8,88,18891,5,1,8,8,2,8,5,1,8,3,88,,88,88,88,8,6427,13
8,8,88,18891,6,1,8,8,2,8,5,1,8,3,88,,88,88,88,8,6428,3
2,1,LT,18892,2,1,2,2,,8,1,4,3,,LT,,LT,6,LT,8,6429,59
2,1,LT,18893,1,1,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,6430,46
2,1,LT,18893,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,6431,36
1,5,LT,18893,3,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,1,6432,16
2,1,LT,18894,1,2,2,3,,1,1,2,3,,LT,,LT,7,LT,8,6433,46
2,2,LT,18895,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6434,54
2,1,LT,18897,2,1,2,3,,1,1,4,3,3,LT,,LT,8,LT,8,6435,55
1,3,LT,18897,3,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6436,87
2,1,LT,18897,4,2,2,3,,1,5,4,3,3,LT,,LT,2,LT,8,6437,45
2,3,LT,18898,1,1,2,8,,8,1,2,1,,LT,4,LT,88,LT,8,6438,85
2,6,LT,18898,2,1,2,8,1,8,3,1,3,4,LT,,LT,88,LT,8,6439,55
1,3,LT,18898,4,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6440,83
1,3,LT,18899,3,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6441,74
2,1,LT,18900,1,1,2,3,,1,1,1,3,,LT,,LT,,LT,8,6442,29
1,4,LT,18902,1,1,2,8,,8,1,1,3,2,LT,,LT,88,LT,8,6443,26
2,4,LT,18902,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,6444,50
2,4,LT,18902,3,1,2,8,,8,5,1,3,2,LT,,LT,88,LT,8,6445,28
3,1,LT,18904,2,1,2,2,,8,1,2,1,,LT,3,LT,7,LT,8,6446,45
3,1,LT,18904,3,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,6447,43
3,1,LT,18905,1,2,2,3,,1,1,2,3,,LT,,LT,2,LT,8,6448,59
2,3,LT,18906,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6449,67
3,3,LT,18906,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6450,65
2,1,LT,18907,1,2,2,3,,1,1,2,1,,LT,2,LT,,LT,8,6451,59
2,3,LT,18907,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6452,64
1,5,LT,18909,1,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,6453,18
1,1,LT,18909,2,2,2,3,,1,1,1,3,,LT,,LT,6,LT,8,6454,37
2,5,LT,18910,1,2,1,8,,8,1,1,3,,LT,,LT,88,LT,3,6455,20
1,3,LT,18913,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6456,84
2,2,LT,18917,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6457,61
2,4,LT,18920,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6458,61
3,3,LT,18922,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6459,65
2,4,LT,18922,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6460,61
2,3,LT,18923,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6461,64
2,1,LT,18924,1,2,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,6462,57
2,1,LT,18924,2,1,2,3,,1,2,2,1,,LT,1,LT,,LT,8,6463,59
3,1,LT,18925,1,2,1,3,,1,1,2,1,,LT,2,LT,5,LT,3,6464,31
2,1,LT,18925,2,1,2,2,,8,2,2,1,,LT,1,LT,7,LT,8,6465,35
8,8,88,18925,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6466,7
8,8,88,18925,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6467,5
3,1,LT,18926,1,2,2,3,,1,2,2,1,,LT,2,LT,4,LT,8,6468,57
2,1,LT,18926,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,6469,57
3,1,LT,18927,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,6470,49
2,1,LT,18927,2,1,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,6471,51
2,3,LT,18931,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6472,64
3,1,LT,18932,1,2,2,3,,1,2,1,2,,LT,3,LT,2,LT,8,6473,33
3,1,LT,18932,3,1,2,3,,1,1,4,2,,LT,1,LT,2,LT,8,6474,39
8,8,88,18932,4,2,8,8,3,8,3,1,8,1,88,,88,88,88,8,6475,0
2,1,LT,18933,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,6476,65
2,1,LT,18933,2,2,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,6477,62
3,1,LT,18934,1,1,2,3,2,1,1,1,3,3,LT,,LT,4,LT,8,6478,45
2,3,LT,18934,2,1,2,8,,8,4,2,1,,LT,3,LT,88,LT,8,6479,73
3,3,LT,18934,3,2,2,8,,8,4,2,1,,LT,2,LT,88,LT,8,6480,70
3,1,LT,18935,1,2,2,3,,1,2,2,1,,LT,2,LT,5,LT,8,6481,54
2,1,LT,18935,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,6482,58
3,4,LT,18935,3,1,2,8,2,8,3,1,3,1,LT,,LT,88,LT,8,6483,33
3,3,LT,18936,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6484,66
2,1,LT,18936,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,6485,65
2,1,LT,18937,2,1,2,2,,8,1,2,1,,LT,3,LT,6,LT,8,6486,55
3,2,LT,18937,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6487,52
2,3,LT,18938,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6488,80
2,3,LT,18941,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6489,67
3,1,LT,18942,1,1,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,6490,60
3,1,LT,18942,2,2,2,2,,8,2,2,1,,LT,1,LT,6,LT,8,6491,61
2,4,LT,18942,4,1,2,8,1,8,3,1,3,2,LT,,LT,88,LT,8,6492,32
2,5,LT,18945,1,2,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,6493,19
2,1,LT,18945,2,1,2,2,,8,1,2,1,,LT,3,LT,6,LT,8,6494,61
3,1,LT,18945,3,2,2,3,,1,2,2,1,,LT,2,LT,6,LT,8,6495,59
1,3,LT,18946,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6496,85
2,6,LT,18946,2,2,2,8,,8,3,4,3,1,00,,LT,88,LT,8,6497,59
2,1,LT,18947,1,1,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,6498,66
2,3,LT,18947,2,2,2,8,,8,2,2,1,,00,1,00,88,LT,8,6499,65
2,3,LT,18948,2,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6500,64
3,3,LT,18953,1,2,2,8,,8,1,3,3,,00,,LT,88,LT,8,6501,64
2,2,LT,18955,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6502,60
2,2,LT,18956,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6503,58
1,3,LT,18957,1,1,2,8,,8,4,4,3,,LT,,LT,88,LT,8,6504,84
3,1,LT,18957,3,2,2,3,1,1,1,1,3,,LT,,LT,2,LT,8,6505,50
2,1,LT,18958,2,1,2,3,,1,1,4,3,,LT,,LT,3,LT,8,6506,54
2,4,LT,18959,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,6507,62
2,3,LT,18959,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,6508,74
2,3,LT,18962,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6509,71
2,1,LT,18963,1,2,2,3,,1,1,3,3,,LT,,LT,1,LT,8,6510,57
2,4,LT,18964,2,1,2,8,,8,3,1,3,3,LT,,LT,88,LT,8,6511,47
2,3,LT,18964,3,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6512,69
2,1,LT,18966,1,1,2,3,,1,1,4,3,,LT,,LT,8,LT,8,6513,43
1,5,LT,18966,2,1,1,8,1,8,3,1,3,,LT,,LT,88,LT,1,6514,16
2,3,LT,18970,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6515,76
1,3,LT,18971,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6516,85
3,1,LT,18972,1,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,6517,39
3,1,LT,18974,1,1,2,2,,8,1,3,3,,LT,,LT,6,LT,8,6518,61
2,1,LT,18977,1,1,2,2,,8,1,4,3,,LT,,LT,6,LT,8,6519,58
2,2,LT,18978,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,6520,45
1,4,LT,18978,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,6521,48
8,8,88,18978,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,6522,14
8,8,88,18978,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,6523,12
2,4,LT,18982,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,6524,54
8,8,88,18982,3,2,8,8,,8,3,1,8,2,88,,88,88,88,8,6525,9
1,3,LT,18983,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,6526,81
3,1,LT,18986,1,1,2,3,,1,1,1,3,2,LT,,LT,7,LT,8,6527,36
2,1,LT,18986,2,2,2,3,,1,4,4,3,,LT,,LT,7,LT,8,6528,58
3,1,LT,18987,1,2,2,3,,1,2,2,1,,LT,2,LT,8,LT,8,6529,39
2,1,LT,18987,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,6530,40
1,5,LT,18987,3,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,6531,17
8,8,88,18987,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,6532,11
1,3,LT,18988,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,6533,72
2,1,LT,18989,1,1,2,3,,1,1,4,2,,LT,2,00,8,LT,8,6534,66
